file,class,method,variable,usage
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\JsonArrayRequest.java,com.android.volley.toolbox.JsonArrayRequest,"JsonArrayRequest/3[java.lang.String,com.android.volley.Response.Listener<com.android.volley.toolbox.JSONArray>,com.android.volley.Response.ErrorListener]",errorListener,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\JsonArrayRequest.java,com.android.volley.toolbox.JsonArrayRequest,"JsonArrayRequest/3[java.lang.String,com.android.volley.Response.Listener<com.android.volley.toolbox.JSONArray>,com.android.volley.Response.ErrorListener]",listener,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\JsonArrayRequest.java,com.android.volley.toolbox.JsonArrayRequest,"JsonArrayRequest/3[java.lang.String,com.android.volley.Response.Listener<com.android.volley.toolbox.JSONArray>,com.android.volley.Response.ErrorListener]",url,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,"invalidate/2[java.lang.String,boolean]",fullExpire,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,"invalidate/2[java.lang.String,boolean]",key,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,get/1[java.lang.String],key,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,remove/1[java.lang.String],key,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,"put/2[java.lang.String,com.android.volley.Cache.Entry]",entry,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Cache.java,com.android.volley.Cache,"put/2[java.lang.String,com.android.volley.Cache.Entry]",key,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\RequestQueue.java,com.android.volley.RequestQueue$RequestFinishedListener,onRequestFinished/1[com.android.volley.Request<T>],request,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],headers,8
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],e,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],serverExpires,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],staleWhileRevalidate,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],headerValue,12
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],i,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],softExpire,6
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],token,8
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],entry,9
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],serverDate,6
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],finalExpire,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],maxAge,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],response,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],now,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],tokens,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],lastModified,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],serverEtag,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],hasCacheControl,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseCacheHeaders/1[com.android.volley.NetworkResponse],mustRevalidate,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",headers,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",i,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",defaultCharset,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",params,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",contentType,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/2[java.util.Map<java.lang.String,java.lang.String>,java.lang.String]",pair,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"combineHeaders/2[java.util.List<com.android.volley.Header>,com.android.volley.Cache.Entry]",entry,5
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"combineHeaders/2[java.util.List<com.android.volley.Header>,com.android.volley.Cache.Entry]",combinedHeaders,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"combineHeaders/2[java.util.List<com.android.volley.Header>,com.android.volley.Cache.Entry]",responseHeaders,5
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"combineHeaders/2[java.util.List<com.android.volley.Header>,com.android.volley.Cache.Entry]",headerNamesFromNetworkResponse,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"combineHeaders/2[java.util.List<com.android.volley.Header>,com.android.volley.Cache.Entry]",header,8
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"parseCharset/1[java.util.Map<java.lang.String,java.lang.String>]",headers,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,formatEpochAsRfc1123/1[long],epoch,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"toAllHeaderList/1[java.util.Map<java.lang.String,java.lang.String>]",headers,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"toAllHeaderList/1[java.util.Map<java.lang.String,java.lang.String>]",allHeaders,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,"toAllHeaderList/1[java.util.Map<java.lang.String,java.lang.String>]",header,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,newUsGmtFormatter/1[java.lang.String],formatter,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,newUsGmtFormatter/1[java.lang.String],format,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseDateAsEpoch/1[java.lang.String],dateStr,5
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseDateAsEpoch/1[java.lang.String],e,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,parseDateAsEpoch/1[java.lang.String],message,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,getCacheHeaders/1[com.android.volley.Cache.Entry],entry,5
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,getCacheHeaders/1[com.android.volley.Cache.Entry],headers,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,toHeaderMap/1[java.util.List<com.android.volley.Header>],headers,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,toHeaderMap/1[java.util.List<com.android.volley.Header>],allHeaders,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\HttpHeaderParser.java,com.android.volley.toolbox.HttpHeaderParser,toHeaderMap/1[java.util.List<com.android.volley.Header>],header,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncCache.java,com.android.volley.AsyncCache$OnGetCompleteCallback,onGetComplete/1[com.android.volley.Cache.Entry],entry,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\ClientError.java,com.android.volley.ClientError,ClientError/1[com.android.volley.NetworkResponse],networkResponse,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\ExecutorDelivery.java,com.android.volley.ExecutorDelivery$ResponseDeliveryRunnable,"ResponseDeliveryRunnable/3[com.android.volley.Request,com.android.volley.Response,java.lang.Runnable]",request,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\ExecutorDelivery.java,com.android.volley.ExecutorDelivery$ResponseDeliveryRunnable,"ResponseDeliveryRunnable/3[com.android.volley.Request,com.android.volley.Response,java.lang.Runnable]",runnable,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\ExecutorDelivery.java,com.android.volley.ExecutorDelivery$ResponseDeliveryRunnable,"ResponseDeliveryRunnable/3[com.android.volley.Request,com.android.volley.Response,java.lang.Runnable]",response,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Request.java,com.android.volley.Request$NetworkRequestCompleteListener,"onResponseReceived/2[com.android.volley.Request<?>,com.android.volley.Response<?>]",request,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Request.java,com.android.volley.Request$NetworkRequestCompleteListener,"onResponseReceived/2[com.android.volley.Request<?>,com.android.volley.Response<?>]",response,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\Request.java,com.android.volley.Request$NetworkRequestCompleteListener,onNoUsableResponseReceived/1[com.android.volley.Request<?>],request,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder,setResponseDelivery/1[com.android.volley.ResponseDelivery],responseDelivery,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder,Builder/1[com.android.volley.AsyncNetwork],asyncNetwork,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder,setExecutorFactory/1[com.android.volley.AsyncRequestQueue.ExecutorFactory],executorFactory,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder,setCache/1[com.android.volley.Cache],cache,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder,setAsyncCache/1[com.android.volley.AsyncCache],asyncCache,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\ImageLoader.java,com.android.volley.toolbox.ImageLoader$BatchedImageRequest,setError/1[com.android.volley.VolleyError],error,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\ImageLoader.java,com.android.volley.toolbox.ImageLoader$BatchedImageRequest,addContainer/1[com.android.volley.toolbox.ImageLoader.ImageContainer],container,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\ImageLoader.java,com.android.volley.toolbox.ImageLoader$BatchedImageRequest,removeContainerAndCancelIfNecessary/1[com.android.volley.toolbox.ImageLoader.ImageContainer],container,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\ImageLoader.java,com.android.volley.toolbox.ImageLoader$BatchedImageRequest,"BatchedImageRequest/2[com.android.volley.Request<?>,com.android.volley.toolbox.ImageLoader.ImageContainer]",container,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\ImageLoader.java,com.android.volley.toolbox.ImageLoader$BatchedImageRequest,"BatchedImageRequest/2[com.android.volley.Request<?>,com.android.volley.toolbox.ImageLoader.ImageContainer]",request,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$NetworkTask,run/0,startTimeMs,0
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$NetworkTask,NetworkTask/1[com.android.volley.Request<T>],request,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder$Anonymous10$Anonymous11,newThread/1[java.lang.Runnable],runnable,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\AsyncRequestQueue.java,com.android.volley.AsyncRequestQueue$Builder$Anonymous10$Anonymous11,newThread/1[java.lang.Runnable],t,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,run/0,e,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,"CacheDispatcher/4[java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,com.android.volley.Cache,com.android.volley.ResponseDelivery]",delivery,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,"CacheDispatcher/4[java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,com.android.volley.Cache,com.android.volley.ResponseDelivery]",networkQueue,2
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,"CacheDispatcher/4[java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,com.android.volley.Cache,com.android.volley.ResponseDelivery]",cache,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,"CacheDispatcher/4[java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,java.util.concurrent.BlockingQueue<com.android.volley.Request<?>>,com.android.volley.Cache,com.android.volley.ResponseDelivery]",cacheQueue,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,processRequest/1[com.android.volley.Request<?>],request,27
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,processRequest/1[com.android.volley.Request<?>],entry,7
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,processRequest/1[com.android.volley.Request<?>],response,5
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,processRequest/1[com.android.volley.Request<?>],currentTimeMillis,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\CacheDispatcher.java,com.android.volley.CacheDispatcher,processRequest/0,request,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,setBlockingExecutor/1[java.util.concurrent.ExecutorService],executor,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,setNonBlockingExecutor/1[java.util.concurrent.ExecutorService],executor,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,"executeRequest/2[com.android.volley.Request<?>,java.util.Map<java.lang.String,java.lang.String>]",request,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,"executeRequest/2[com.android.volley.Request<?>,java.util.Map<java.lang.String,java.lang.String>]",entry,1
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,"executeRequest/2[com.android.volley.Request<?>,java.util.Map<java.lang.String,java.lang.String>]",e,3
C:\Users\WanessaDiasCosta\Desktop\lab-experimentacao\Laboratório 02\volley\core\src\main\java\com\android\volley\toolbox\AsyncHttpStack.java,com.android.volley.toolbox.AsyncHttpStack,"executeRequest/2[com.android.volley.Request<?>,java.util.Map<java.lang.String,java.lang.String>]",response,5
